geno,location,replication,block,plot,individual,haploid,emb,crossed_seed,HIR,EmbR
GLW82,Jinan,2,2,29,2,13,2,46,22.03389831,3.278688525
GLW103,Shunyi,2,3,8,3,8,2,51,13.55932203,3.278688525
GLW117,Shunyi,1,3,7,6,15,4,103,12.71186441,3.278688525
GLW149,Shunyi,2,3,41,5,4,2,55,6.779661017,3.278688525
GLW155,Shunyi,1,3,35,1,4,2,55,6.779661017,3.278688525
GLW17,Shunyi,2,1,21,5,14,4,104,11.86440678,3.278688525
GLW45,Shunyi,1,1,37,10,7,2,52,11.86440678,3.278688525
GLW47,Shunyi,2,2,9,8,22,4,96,18.6440678,3.278688525
GLW60,Shunyi,1,2,8,6,8,2,51,13.55932203,3.278688525
GLW97,Shunyi,2,3,2,4,6,2,53,10.16949153,3.278688525
GLW3,SJZ,2,1,9,6,5,2,54,8.474576271,3.278688525
GLW34,SJZ,1,1,30,8,20,4,98,16.94915254,3.278688525
GLW53,SJZ,1,2,3,1,2,2,57,3.389830508,3.278688525
GLW77,SJZ,2,2,24,5,12,2,47,20.33898305,3.278688525
GLW141,Hainan,2,1,11,5,26,5,122,17.56756757,3.267973856
GLW38,Hainan,2,3,34,1,8,5,140,5.405405405,3.267973856
GLW29,Jinan,2,1,29,4,22,5,126,14.86486486,3.267973856
GLW156,Hainan,2,1,7,5,21,3,68,23.59550562,3.260869565
GLW84,Hainan,1,2,37,3,14,3,75,15.73033708,3.260869565
GLW9,Hainan,2,1,31,3,16,6,162,8.988764045,3.260869565
GLW154,Jinan,1,3,41,2,11,3,78,12.35955056,3.260869565
GLW37,Jinan,2,1,36,6,14,3,75,15.73033708,3.260869565
GLW44,Jinan,1,1,40,6,14,3,75,15.73033708,3.260869565
GLW132,Shunyi,1,3,19,2,10,3,79,11.23595506,3.260869565
GLW142,Shunyi,2,3,33,2,23,3,66,25.84269663,3.260869565
GLW88,Shunyi,2,2,41,1,8,3,81,8.988764045,3.260869565
GLW147,SJZ,1,3,31,1,9,3,80,10.11235955,3.260869565
GLW25,SJZ,2,3,1,6,15,3,74,16.85393258,3.260869565
GLW68,SJZ,1,2,15,3,10,3,79,11.23595506,3.260869565
GLW141,Shunyi,1,3,23,6,36,7,172,17.30769231,3.255813953
GLW9,Hainan,1,1,35,5,18,4,101,15.12605042,3.25203252
GLW75,Jinan,1,2,22,3,10,4,109,8.403361345,3.25203252
GLW91,Jinan,2,2,36,12,8,4,111,6.722689076,3.25203252
GLW32,Shunyi,1,1,27,5,18,4,101,15.12605042,3.25203252
GLW47,Shunyi,1,1,39,1,13,4,106,10.92436975,3.25203252
GLW113,SJZ,1,3,6,6,18,4,101,15.12605042,3.25203252
GLW152,SJZ,2,1,1,7,21,4,98,17.64705882,3.25203252
GLW25,Hainan,2,3,7,1,17,5,132,11.40939597,3.246753247
GLW12,Jinan,1,1,10,15,20,5,129,13.42281879,3.246753247
GLW131,Hainan,1,1,6,4,10,3,80,11.11111111,3.225806452
GLW139,Hainan,2,1,16,3,15,4,105,12.5,3.225806452
GLW141,Hainan,2,1,11,9,31,5,119,20.66666667,3.225806452
GLW145,Hainan,2,3,15,4,11,3,79,12.22222222,3.225806452
GLW148,Hainan,1,2,13,6,11,2,49,18.33333333,3.225806452
GLW148,Hainan,2,2,24,3,13,2,47,21.66666667,3.225806452
GLW48,Hainan,1,1,22,1,13,2,47,NA,3.225806452
GLW67,Hainan,2,3,35,3,12,2,48,20,3.225806452
GLW1,Jinan,1,1,1,3,9,3,81,10,3.225806452
GLW145,Jinan,1,3,33,5,3,2,57,5,3.225806452
GLW158,Jinan,2,1,4,3,3,2,57,NA,3.225806452
GLW33,Jinan,2,1,32,3,14,3,76,15.55555556,3.225806452
GLW73,Jinan,2,2,25,1,13,2,47,21.66666667,3.225806452
GLW118,Shunyi,2,3,19,2,10,2,50,16.66666667,3.225806452
GLW120,Shunyi,1,3,10,3,9,3,81,10,3.225806452
GLW132,Shunyi,2,3,30,5,16,3,74,17.77777778,3.225806452
GLW145,Shunyi,2,3,37,6,15,3,75,16.66666667,3.225806452
GLW18,Shunyi,2,1,22,1,11,5,139,7.333333333,3.225806452
GLW20,Shunyi,2,1,23,6,13,3,77,14.44444444,3.225806452
GLW34,Shunyi,1,1,29,6,16,3,74,17.77777778,3.225806452
GLW44,Shunyi,2,2,6,1,11,3,79,12.22222222,3.225806452
GLW59,Shunyi,1,2,7,6,8,3,82,8.888888889,3.225806452
GLW87,Shunyi,2,2,40,4,15,2,45,25,3.225806452
GLW10,SJZ,2,1,15,10,20,2,40,NA,3.225806452
GLW111,SJZ,1,3,5,5,9,2,51,15,3.225806452
GLW124,SJZ,2,3,7,4,15,2,45,25,3.225806452
GLW154,SJZ,1,3,36,5,5,2,55,8.333333333,3.225806452
GLW20,SJZ,2,1,22,5,10,3,80,11.11111111,3.225806452
GLW58,SJZ,1,2,6,3,17,2,43,NA,3.225806452
GLW6,SJZ,1,1,6,7,18,3,72,20,3.225806452
GLW119,Shunyi,1,3,9,10,29,6,152,16.02209945,3.20855615
GLW145,Shunyi,2,3,37,3,16,5,135,10.59602649,3.205128205
GLW84,Shunyi,2,2,38,3,26,5,125,17.21854305,3.205128205
GLW71,Hainan,1,2,32,5,22,4,99,18.18181818,3.2
GLW113,Shunyi,2,3,16,1,8,4,113,6.611570248,3.2
GLW78,Shunyi,2,2,34,3,7,4,114,5.785123967,3.2
GLW38,SJZ,1,1,34,2,9,4,112,7.438016529,3.2
GLW141,Shunyi,2,3,32,1,31,7,181,14.62264151,3.196347032
GLW144,Hainan,2,3,24,1,6,3,85,6.593406593,3.191489362
GLW47,Hainan,2,2,31,2,11,3,80,12.08791209,3.191489362
GLW47,Hainan,2,2,31,4,13,3,78,14.28571429,3.191489362
GLW144,Jinan,2,3,20,2,13,3,78,14.28571429,3.191489362
GLW154,Jinan,1,3,41,3,9,3,82,9.89010989,3.191489362
GLW91,Jinan,2,2,36,6,10,3,81,10.98901099,3.191489362
GLW149,Shunyi,2,3,41,2,4,3,87,4.395604396,3.191489362
GLW155,Shunyi,1,3,35,5,13,3,78,14.28571429,3.191489362
GLW159,Shunyi,2,1,6,6,23,6,159,12.63736264,3.191489362
GLW113,SJZ,1,3,6,2,8,3,83,8.791208791,3.191489362
GLW25,SJZ,2,3,1,1,12,3,79,13.18681319,3.191489362
GLW145,Shunyi,2,3,37,5,25,5,127,16.44736842,3.184713376
GLW101,Hainan,2,1,21,2,5,2,56,8.196721311,3.174603175
GLW25,Hainan,2,3,7,5,24,4,98,19.67213115,3.174603175
GLW47,Hainan,2,2,31,3,8,2,53,13.1147541,3.174603175
GLW100,Jinan,2,2,40,6,16,4,106,13.1147541,3.174603175
GLW117,Jinan,1,3,14,4,9,2,52,14.75409836,3.174603175
GLW157,Jinan,1,3,43,3,16,6,167,8.743169399,3.174603175
GLW25,Jinan,1,3,39,2,4,2,57,6.557377049,3.174603175
GLW26,Jinan,1,1,22,4,7,2,54,11.47540984,3.174603175
GLW34,Jinan,1,1,30,8,9,4,113,7.37704918,3.174603175
GLW37,Jinan,1,1,33,5,7,2,54,11.47540984,3.174603175
GLW108,Shunyi,1,3,2,2,12,2,49,19.67213115,3.174603175
GLW21,Shunyi,2,1,24,7,13,2,48,21.31147541,3.174603175
GLW103,SJZ,2,2,37,1,4,2,57,6.557377049,3.174603175
GLW48,Hainan,1,1,22,2,20,3,72,NA,3.157894737
GLW100,Jinan,2,2,40,2,10,3,82,10.86956522,3.157894737
GLW101,Jinan,1,3,2,8,12,3,80,13.04347826,3.157894737
GLW40,Jinan,1,1,36,4,7,3,85,7.608695652,3.157894737
GLW96,Jinan,1,2,36,9,15,3,77,16.30434783,3.157894737
GLW72,Shunyi,1,2,18,4,10,3,82,10.86956522,3.157894737
GLW47,Jinan,1,1,43,14,13,4,110,10.56910569,3.149606299
GLW1,Shunyi,2,3,34,11,22,4,101,17.88617886,3.149606299
GLW157,Shunyi,2,1,4,3,13,4,110,10.56910569,3.149606299
GLW1,Hainan,2,1,38,3,8,4,116,6.451612903,3.125
GLW115,Hainan,2,2,34,6,20,3,73,21.50537634,3.125
GLW131,Hainan,2,1,4,5,11,2,51,17.74193548,3.125
GLW140,Hainan,1,3,4,1,3,2,59,4.838709677,3.125
GLW140,Hainan,1,3,4,3,6,2,56,9.677419355,3.125
GLW141,Hainan,1,1,9,3,24,4,100,19.35483871,3.125
GLW149,Hainan,1,3,8,3,15,4,109,12.09677419,3.125
GLW30,Hainan,2,1,19,4,16,2,46,25.80645161,3.125
GLW44,Hainan,1,2,27,7,8,2,54,12.90322581,3.125
GLW75,Hainan,2,3,16,1,6,3,87,6.451612903,3.125
GLW86,Hainan,1,2,38,2,11,3,82,11.82795699,3.125
GLW100,Jinan,2,2,40,5,18,4,106,14.51612903,3.125
GLW117,Jinan,2,3,4,3,19,3,74,NA,3.125
GLW133,Jinan,1,3,26,5,13,3,80,13.97849462,3.125
GLW141,Jinan,1,3,30,3,12,2,50,19.35483871,3.125
GLW144,Jinan,2,3,20,4,11,3,82,11.82795699,3.125
GLW26,Jinan,2,1,26,9,1,2,61,1.612903226,3.125
GLW29,Jinan,1,1,25,4,7,3,86,7.52688172,3.125
GLW33,Jinan,1,1,29,3,5,2,57,8.064516129,3.125
GLW41,Jinan,2,2,2,3,10,3,83,10.75268817,3.125
GLW44,Jinan,1,1,40,7,13,3,80,13.97849462,3.125
GLW46,Jinan,1,1,42,5,18,4,106,14.51612903,3.125
GLW59,Jinan,1,2,8,10,14,5,141,9.032258065,3.125
GLW84,Jinan,2,2,31,8,21,4,103,16.93548387,3.125
GLW87,Jinan,2,2,33,3,17,3,76,18.27956989,3.125
GLW100,Shunyi,1,2,39,8,25,5,130,16.12903226,3.125
GLW101,Shunyi,2,3,6,4,14,6,172,7.52688172,3.125
GLW118,Shunyi,1,3,8,1,12,5,143,7.741935484,3.125
GLW12,Shunyi,2,1,16,4,29,6,157,15.59139785,3.125
GLW33,Shunyi,2,1,36,8,19,5,136,12.25806452,3.125
GLW54,Shunyi,1,2,4,1,3,2,59,4.838709677,3.125
GLW63,Shunyi,2,2,22,2,8,3,85,8.602150538,3.125
GLW120,SJZ,1,3,11,2,3,2,59,4.838709677,3.125
GLW27,SJZ,1,1,24,4,19,3,74,20.43010753,3.125
GLW36,SJZ,1,1,32,1,5,2,57,8.064516129,3.125
GLW98,SJZ,1,2,37,5,10,2,52,16.12903226,3.125
GLW16,Shunyi,1,1,12,4,24,5,132,15.38461538,3.105590062
GLW29,Shunyi,2,1,32,1,8,4,117,6.4,3.100775194
GLW46,SJZ,1,1,42,2,21,4,104,NA,3.100775194
GLW152,Hainan,1,2,14,2,16,3,78,17.0212766,3.092783505
GLW101,Shunyi,2,3,6,8,18,6,170,9.574468085,3.092783505
GLW32,Shunyi,1,1,27,1,9,3,85,9.574468085,3.092783505
GLW48,Shunyi,1,1,40,3,14,3,80,14.89361702,3.092783505
GLW61,SJZ,1,2,9,3,18,3,76,19.14893617,3.092783505
GLW1,Jinan,2,3,21,9,16,5,141,10.1910828,3.086419753
GLW101,Shunyi,2,3,6,2,9,5,148,5.732484076,3.086419753
GLW36,Shunyi,1,1,31,3,31,5,126,19.74522293,3.086419753
GLW6,Hainan,2,1,36,1,4,2,59,6.349206349,3.076923077
GLW48,Jinan,2,2,8,2,9,2,54,14.28571429,3.076923077
GLW55,Jinan,1,2,5,4,10,2,53,15.87301587,3.076923077
GLW35,Shunyi,2,1,38,4,8,2,55,12.6984127,3.076923077
GLW91,Shunyi,2,2,43,2,9,4,117,7.142857143,3.076923077
GLW93,Shunyi,2,2,45,2,16,4,110,12.6984127,3.076923077
GLW12,SJZ,1,1,10,1,3,2,60,4.761904762,3.076923077
GLW144,SJZ,2,3,18,3,11,2,52,17.46031746,3.076923077
GLW16,SJZ,1,1,14,6,15,2,48,NA,3.076923077
GLW55,SJZ,1,2,4,3,6,2,57,9.523809524,3.076923077
GLW89,SJZ,2,2,31,4,20,2,43,NA,3.076923077
GLW25,Hainan,2,2,17,7,17,3,78,17.89473684,3.06122449
GLW150,Shunyi,1,3,32,2,6,3,89,6.315789474,3.06122449
GLW45,Shunyi,2,2,7,10,8,3,87,8.421052632,3.06122449
GLW93,Shunyi,2,2,45,1,12,3,83,12.63157895,3.06122449
GLW10,SJZ,2,1,15,8,24,3,71,NA,3.06122449
GLW28,SJZ,1,1,25,4,17,3,78,17.89473684,3.06122449
GLW25,Hainan,2,3,7,7,29,4,98,22.83464567,3.053435115
GLW17,Shunyi,2,1,21,2,17,5,142,10.6918239,3.048780488
GLW119,Hainan,2,3,33,1,7,2,57,10.9375,3.03030303
GLW155,Hainan,2,1,20,1,5,2,59,7.8125,3.03030303
GLW25,Hainan,1,1,11,3,14,3,82,14.58333333,3.03030303
GLW25,Hainan,1,1,11,6,10,2,54,15.625,3.03030303
GLW25,Hainan,2,1,17,3,15,2,49,23.4375,3.03030303
GLW98,Hainan,2,3,8,4,7,2,57,10.9375,3.03030303
GLW16,Jinan,1,1,13,7,14,3,82,14.58333333,3.03030303
GLW18,Jinan,2,1,19,2,6,2,58,NA,3.03030303
GLW20,Jinan,2,1,20,6,2,2,62,3.125,3.03030303
GLW25,Jinan,1,2,17,4,7,2,57,10.9375,3.03030303
GLW96,Jinan,1,2,36,4,9,2,55,14.0625,3.03030303
GLW106,Shunyi,2,3,11,3,4,2,60,6.25,3.03030303
GLW15,Shunyi,2,1,19,5,10,3,86,10.41666667,3.03030303
GLW22,Shunyi,2,1,25,1,14,4,114,10.9375,3.03030303
GLW25,Shunyi,2,3,12,3,2,1,30,6.25,3.03030303
GLW32,Shunyi,2,1,35,7,9,2,55,14.0625,3.03030303
GLW33,Shunyi,1,1,28,6,21,6,171,10.9375,3.03030303
GLW48,Shunyi,2,2,10,2,11,3,85,11.45833333,3.03030303
GLW49,Shunyi,1,1,41,1,6,4,122,4.6875,3.03030303
GLW64,Shunyi,1,2,12,4,10,2,54,15.625,3.03030303
GLW77,Shunyi,1,2,21,4,14,2,50,21.875,3.03030303
GLW96,Shunyi,2,3,1,1,8,3,88,8.333333333,3.03030303
GLW25,SJZ,2,1,8,2,7,2,57,10.9375,3.03030303
GLW25,SJZ,2,3,1,5,16,3,80,16.66666667,3.03030303
GLW27,SJZ,1,1,24,3,10,2,54,15.625,3.03030303
GLW61,SJZ,1,2,9,1,15,3,81,15.625,3.03030303
GLW64,SJZ,2,2,14,9,15,2,49,23.4375,3.03030303
GLW1,Shunyi,1,2,1,4,13,4,116,10.07751938,3.007518797
GLW113,Shunyi,2,3,16,12,19,4,110,14.72868217,3.007518797
GLW22,Shunyi,2,1,25,4,21,4,108,16.27906977,3.007518797
GLW100,Jinan,1,3,1,6,11,3,86,11.34020619,3
GLW7,Jinan,2,1,11,8,24,3,73,24.74226804,3
GLW63,Shunyi,1,2,11,7,8,3,89,8.24742268,3
GLW86,Shunyi,2,2,39,3,7,3,90,7.216494845,3
GLW7,SJZ,1,1,7,2,11,3,86,11.34020619,3
GLW75,SJZ,1,2,19,7,16,3,81,16.49484536,3
GLW147,Jinan,1,3,35,7,28,5,134,17.28395062,2.994011976
GLW24,Jinan,1,1,20,8,10,4,120,7.692307692,2.985074627
GLW36,Jinan,2,1,35,7,22,4,108,16.92307692,2.985074627
GLW39,Jinan,2,1,37,6,6,2,59,9.230769231,2.985074627
GLW48,Jinan,1,1,44,7,12,2,53,18.46153846,2.985074627
GLW8,Jinan,2,1,12,6,19,4,111,14.61538462,2.985074627
GLW106,Shunyi,2,3,11,8,6,2,59,9.230769231,2.985074627
GLW7,Shunyi,2,1,13,5,22,4,108,16.92307692,2.985074627
GLW73,Shunyi,2,2,31,1,14,4,116,10.76923077,2.985074627
GLW78,Shunyi,1,2,22,2,5,2,60,7.692307692,2.985074627
GLW97,Shunyi,1,2,36,5,7,2,58,10.76923077,2.985074627
GLW56,SJZ,1,2,5,3,10,2,55,15.38461538,2.985074627
GLW75,SJZ,1,2,19,6,9,2,56,13.84615385,2.985074627
GLW65,Shunyi,1,2,13,10,23,5,140,14.11042945,2.976190476
GLW139,Hainan,2,1,16,1,10,3,88,10.20408163,2.97029703
GLW133,Jinan,1,3,26,3,22,3,76,22.44897959,2.97029703
GLW71,Jinan,2,2,24,8,6,3,92,6.12244898,2.97029703
GLW88,SJZ,2,2,30,5,16,3,82,16.32653061,2.97029703
GLW8,Shunyi,1,1,7,3,18,4,113,13.74045802,2.962962963
GLW148,Shunyi,2,3,40,5,41,8,222,15.58935361,2.95202952
GLW115,Hainan,2,2,34,2,11,2,55,16.66666667,2.941176471
GLW41,Hainan,1,1,20,1,14,3,85,14.14141414,2.941176471
GLW115,Jinan,1,3,13,2,11,2,55,16.66666667,2.941176471
GLW141,Jinan,1,3,30,10,15,3,84,15.15151515,2.941176471
GLW24,Jinan,2,1,24,3,6,2,60,9.090909091,2.941176471
GLW25,Jinan,1,2,17,7,13,3,86,13.13131313,2.941176471
GLW33,Jinan,1,1,29,2,1,1,32,3.03030303,2.941176471
GLW34,Jinan,1,1,30,3,5,2,61,7.575757576,2.941176471
GLW59,Jinan,1,2,8,1,2,1,31,6.060606061,2.941176471
GLW132,Shunyi,2,3,30,2,7,2,59,10.60606061,2.941176471
GLW154,Shunyi,2,1,1,7,21,4,111,15.90909091,2.941176471
GLW156,Shunyi,2,1,3,4,27,6,171,13.63636364,2.941176471
GLW159,Shunyi,1,3,38,8,10,2,56,15.15151515,2.941176471
GLW32,Shunyi,2,1,35,4,17,4,115,12.87878788,2.941176471
GLW62,Shunyi,2,2,21,9,11,2,55,16.66666667,2.941176471
GLW7,Shunyi,2,1,13,8,20,3,79,20.2020202,2.941176471
GLW84,Shunyi,2,2,38,8,28,4,104,21.21212121,2.941176471
GLW87,Shunyi,2,2,40,2,15,2,51,22.72727273,2.941176471
GLW10,SJZ,2,1,15,3,13,3,86,13.13131313,2.941176471
GLW119,SJZ,2,3,4,7,10,2,56,15.15151515,2.941176471
GLW12,SJZ,1,1,10,10,17,3,82,17.17171717,2.941176471
GLW13,SJZ,2,1,17,3,7,2,59,10.60606061,2.941176471
GLW25,SJZ,2,3,1,3,11,2,55,16.66666667,2.941176471
GLW30,SJZ,1,1,27,9,16,3,83,16.16161616,2.941176471
GLW55,SJZ,1,2,4,2,8,3,91,8.080808081,2.941176471
GLW7,SJZ,1,1,7,9,20,3,79,20.2020202,2.941176471
GLW75,SJZ,1,2,19,9,18,3,81,18.18181818,2.941176471
GLW75,SJZ,1,2,19,10,13,2,53,19.6969697,2.941176471
GLW87,SJZ,1,2,27,1,3,2,63,4.545454545,2.941176471
GLW28,Jinan,1,1,24,4,20,6,179,10.05025126,2.926829268
GLW73,Shunyi,2,2,31,3,27,5,139,16.26506024,2.923976608
GLW33,Jinan,2,1,32,10,21,4,112,15.78947368,2.919708029
GLW75,Shunyi,1,2,20,7,39,8,227,14.66165414,2.919708029
GLW63,SJZ,1,2,11,2,18,4,115,13.53383459,2.919708029
GLW8,Hainan,2,1,29,4,15,3,85,15,2.912621359
GLW140,Jinan,2,3,17,1,15,3,85,15,2.912621359
GLW55,Jinan,2,2,14,4,3,3,97,3,2.912621359
GLW98,Shunyi,2,3,3,10,16,3,84,16,2.912621359
GLW100,Jinan,1,3,1,9,24,5,143,14.37125749,2.906976744
GLW115,Hainan,1,2,6,5,15,2,52,22.3880597,2.898550725
GLW25,Hainan,1,2,20,3,7,2,60,10.44776119,2.898550725
GLW25,Hainan,2,3,7,3,24,4,110,17.91044776,2.898550725
GLW36,Hainan,2,2,22,4,15,2,52,22.3880597,2.898550725
GLW113,Jinan,1,3,12,2,10,2,57,14.92537313,2.898550725
GLW17,Jinan,1,1,14,3,7,2,60,10.44776119,2.898550725
GLW38,Jinan,1,1,34,4,16,2,51,NA,2.898550725
GLW100,Shunyi,1,2,39,6,18,4,116,13.43283582,2.898550725
GLW102,Shunyi,1,2,41,3,9,2,58,13.43283582,2.898550725
GLW144,Shunyi,2,3,36,9,16,2,51,23.88059701,2.898550725
GLW42,Shunyi,1,1,36,1,6,4,128,4.47761194,2.898550725
GLW62,Shunyi,2,2,21,7,17,4,117,12.68656716,2.898550725
GLW70,Shunyi,2,2,28,3,7,2,60,10.44776119,2.898550725
GLW10,SJZ,2,1,15,4,11,2,56,16.41791045,2.898550725
GLW145,SJZ,1,3,29,8,14,2,53,20.89552239,2.898550725
GLW150,SJZ,2,3,23,1,3,2,64,4.47761194,2.898550725
GLW131,Hainan,1,1,6,3,10,3,91,9.900990099,2.884615385
GLW87,Hainan,2,2,27,2,6,3,95,5.940594059,2.884615385
GLW1,Jinan,2,1,25,5,12,3,89,11.88118812,2.884615385
GLW126,Jinan,1,3,21,4,9,3,92,8.910891089,2.884615385
GLW67,Shunyi,2,2,25,3,9,3,92,8.910891089,2.884615385
GLW75,SJZ,2,2,22,6,10,3,91,9.900990099,2.884615385
GLW118,Hainan,2,3,31,1,8,3,94,7.843137255,2.857142857
GLW130,Hainan,1,3,3,5,11,2,57,16.17647059,2.857142857
GLW133,Hainan,2,1,24,1,16,4,120,11.76470588,2.857142857
GLW58,Hainan,2,2,16,3,8,2,60,11.76470588,2.857142857
GLW12,Jinan,1,1,10,1,2,1,32,5.882352941,2.857142857
GLW27,Jinan,2,1,27,3,5,2,63,7.352941176,2.857142857
GLW28,Jinan,2,1,28,4,20,4,116,14.70588235,2.857142857
GLW33,Jinan,1,1,29,1,3,1,31,8.823529412,2.857142857
GLW54,Jinan,1,2,4,3,9,2,59,13.23529412,2.857142857
GLW59,Jinan,1,2,8,4,5,2,63,7.352941176,2.857142857
GLW71,Jinan,2,2,24,5,17,3,85,16.66666667,2.857142857
GLW84,Jinan,2,2,31,1,3,1,31,8.823529412,2.857142857
GLW10,Shunyi,1,1,8,4,11,3,91,10.78431373,2.857142857
GLW101,Shunyi,2,3,6,13,27,5,143,15.88235294,2.857142857
GLW135,Shunyi,1,3,21,7,13,3,89,12.74509804,2.857142857
GLW145,Shunyi,1,3,27,4,15,4,121,11.02941176,2.857142857
GLW158,Shunyi,2,1,5,3,9,4,127,6.617647059,2.857142857
GLW16,Shunyi,2,1,20,13,16,2,52,23.52941176,2.857142857
GLW25,Shunyi,2,3,12,2,4,2,64,5.882352941,2.857142857
GLW59,Shunyi,1,2,7,2,5,3,97,4.901960784,2.857142857
GLW75,Shunyi,1,2,20,8,36,7,202,15.12605042,2.857142857
GLW75,Shunyi,2,2,32,1,4,2,64,5.882352941,2.857142857
GLW10,SJZ,2,1,15,1,1,1,33,NA,2.857142857
GLW10,SJZ,2,1,15,6,15,2,53,22.05882353,2.857142857
GLW12,SJZ,2,1,16,9,11,2,57,16.17647059,2.857142857
GLW158,SJZ,2,1,5,2,8,2,60,11.76470588,2.857142857
GLW26,SJZ,1,1,23,7,11,2,57,16.17647059,2.857142857
GLW30,SJZ,1,1,27,1,2,1,32,5.882352941,2.857142857
GLW44,SJZ,2,1,41,2,11,3,91,10.78431373,2.857142857
GLW65,SJZ,1,2,13,3,7,2,61,10.29411765,2.857142857
GLW7,SJZ,2,1,13,3,10,3,92,9.803921569,2.857142857
GLW7,SJZ,2,1,13,6,19,4,117,13.97058824,2.857142857
GLW93,Shunyi,2,2,45,5,24,5,147,14.03508772,2.840909091
GLW133,Hainan,2,1,24,6,23,3,80,22.33009709,2.830188679
GLW44,Hainan,2,2,11,2,11,3,92,10.67961165,2.830188679
GLW34,Jinan,2,1,33,6,20,3,83,19.41747573,2.830188679
GLW22,Shunyi,2,1,25,3,14,3,89,13.59223301,2.830188679
GLW93,Shunyi,2,2,45,9,24,3,79,23.30097087,2.830188679
GLW23,SJZ,2,1,25,3,20,3,83,19.41747573,2.830188679
GLW29,Shunyi,2,1,32,5,17,5,155,9.88372093,2.824858757
GLW103,Hainan,1,2,3,2,9,2,60,13.04347826,2.816901408
GLW132,Hainan,1,2,11,5,19,6,188,9.178743961,2.816901408
GLW46,Hainan,2,3,5,6,6,2,63,8.695652174,2.816901408
GLW64,Hainan,2,2,6,2,10,2,59,14.49275362,2.816901408
GLW72,Hainan,1,1,31,5,13,2,56,18.84057971,2.816901408
GLW100,Jinan,2,2,40,9,15,4,123,10.86956522,2.816901408
GLW12,Jinan,1,1,10,5,8,2,61,11.5942029,2.816901408
GLW3,Jinan,2,1,7,5,13,2,56,18.84057971,2.816901408
GLW36,Jinan,2,1,35,1,11,2,58,15.94202899,2.816901408
GLW40,Jinan,1,1,36,3,10,2,59,14.49275362,2.816901408
GLW144,Shunyi,1,3,26,1,4,2,65,5.797101449,2.816901408
GLW92,Shunyi,2,2,44,8,13,2,56,18.84057971,2.816901408
GLW140,SJZ,1,3,25,1,8,2,61,11.5942029,2.816901408
GLW2,SJZ,2,1,7,1,8,2,61,11.5942029,2.816901408
GLW133,Shunyi,1,3,20,8,29,5,144,16.76300578,2.808988764
GLW148,Hainan,1,2,13,5,19,3,85,18.26923077,2.803738318
GLW10,Jinan,1,1,9,7,20,3,84,19.23076923,2.803738318
GLW111,Jinan,2,3,2,10,17,3,87,16.34615385,2.803738318
GLW49,Jinan,1,1,45,4,11,3,93,10.57692308,2.803738318
GLW1,Shunyi,1,3,1,1,5,3,99,4.807692308,2.803738318
GLW27,Shunyi,1,1,22,3,12,3,92,11.53846154,2.803738318
GLW91,Shunyi,1,2,32,2,8,3,96,7.692307692,2.803738318
GLW113,Jinan,2,3,3,10,30,4,109,21.58273381,2.797202797
GLW148,Shunyi,1,3,30,2,11,4,128,7.913669065,2.797202797
GLW24,Shunyi,2,1,27,4,11,4,128,7.913669065,2.797202797
GLW133,Shunyi,1,3,20,1,19,5,155,10.91954023,2.793296089
GLW139,Hainan,1,1,8,2,24,4,116,17.14285714,2.777777778
GLW37,Hainan,1,1,18,2,4,1,31,11.42857143,2.777777778
GLW47,Hainan,1,2,28,4,11,2,59,15.71428571,2.777777778
GLW100,Jinan,1,3,1,3,6,2,64,8.571428571,2.777777778
GLW125,Jinan,1,3,20,8,10,3,95,9.523809524,2.777777778
GLW149,Jinan,1,3,37,1,3,1,32,8.571428571,2.777777778
GLW16,Jinan,2,1,18,6,15,2,55,21.42857143,2.777777778
GLW30,Jinan,2,1,30,8,17,3,88,16.19047619,2.777777778
GLW58,Jinan,2,2,16,1,2,1,33,NA,2.777777778
GLW70,Jinan,2,2,23,1,4,1,31,11.42857143,2.777777778
GLW78,Jinan,1,2,23,3,8,3,97,7.619047619,2.777777778
GLW71,Shunyi,1,2,17,2,3,1,32,8.571428571,2.777777778
GLW72,Shunyi,1,2,18,3,8,3,97,7.619047619,2.777777778
GLW115,SJZ,1,3,7,5,20,2,50,NA,2.777777778
GLW121,SJZ,2,3,6,6,20,3,85,19.04761905,2.777777778
GLW46,SJZ,2,1,43,1,9,2,61,NA,2.777777778
GLW55,SJZ,1,2,4,1,4,2,66,5.714285714,2.777777778
GLW75,SJZ,1,2,19,2,17,5,158,9.714285714,2.777777778
GLW84,SJZ,1,2,25,2,8,2,62,11.42857143,2.777777778
GLW73,Shunyi,2,2,31,4,29,5,147,16.47727273,2.762430939
GLW8,Hainan,2,1,29,1,10,3,96,9.433962264,2.752293578
GLW33,Jinan,2,1,32,6,13,3,93,12.26415094,2.752293578
GLW71,Jinan,2,2,24,7,16,3,90,15.09433962,2.752293578
GLW45,Shunyi,2,2,7,3,6,3,100,5.660377358,2.752293578
GLW38,Hainan,1,3,13,1,14,5,163,7.90960452,2.747252747
GLW5,Jinan,1,1,5,5,32,5,145,18.07909605,2.747252747
GLW118,Hainan,2,3,31,6,10,2,61,14.08450704,2.739726027
GLW25,Hainan,2,2,17,5,11,2,60,15.49295775,2.739726027
GLW8,Hainan,2,1,29,5,14,2,57,19.71830986,2.739726027
GLW88,Hainan,1,3,18,1,4,2,67,5.633802817,2.739726027
